text,label
Will Drinking Water Every 15 Minutes Save You From COVID-19?,0
UNICEF distributes food and hygiene kits to families.,1
UN issues pandemic response guidelines.,1
UK nurse gives recommendations for treating coronavirus.,0
WHO launches COVID-19 vaccine distribution program.,1
"3,000 Ecuadorians are infected with coronavirus.",0
ICRC strengthens hospital support in conflict areas.,1
UN supports countries in fighting the pandemic.,1
A message issued from Indiaâ€™s ministry of Home Affairs says that posting coronavirus-related messages will be punishable offence.,0
"French State approved a medical protocol with Plaquenil, lopinavir/ritonavir to cure COVID-19, which is more expensive than Pr. Raoultâ€™s protocol with chloroquine.",0
"Photo shows former brazilian Health Minister Luiz Henrique Mandetta shaking hands with the governor of the state of Pará without masks, which shows that the pandemic is a scam.",0
Croatian doctor claims that coronavirus was created by 5G network with the goal to force obligatory vaccination.,0
WHO launches COVID-19 vaccine distribution program.,1
WHO investigates new variant outbreaks.,1
UN issues pandemic response guidelines.,1
Video shows the effectiveness of face maks while sneezing using a spray can.,0
A canine coronavirus vaccine shows that â€œsomething is wrongâ€ in how we are talking about the novel coronavirus.,0
UNICEF distributes food and hygiene kits to families.,1
WHO launches COVID-19 vaccine distribution program.,1
UNICEF initiates education support worldwide.,1
Filipinos are eating a bat soup in Wuhan.,0
UNICEF delivers protective equipment to schools.,1
"A quote supposedly from Plato on freedom of speech went viral in China in February after the death of Li Wenliang, a medical doctor in Wuhan who tried to alert others to the coronavirus threat late last year. The same quote again became popular in Hong Kong in May, attributing it to Plato as well.",0
Spain is the European country where the coronavirus is more lethal.,0
Says Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,0
"Social media accounts purporting to represent the Nigeria Centre for Disease Control have proliferated since February, when Africaâ€™s most populous country recorded its first case of COVID-19.",0
Picture of the first new Wuhan coronavirus hospital.,0
UNICEF distributes food and hygiene kits to families.,1
"A news clipping attributed to Hindi daily Dainik Jagran stating that coronavirus was found in poultry in Bihar, India.",0
"FIT Webqoof: No, Garlic Water Cannot ‘Cure’ Coronavirus",0
UN issues pandemic response guidelines.,1
An image of an elderly man crying â€˜at the high cost of masksâ€™ outside a pharmacy for the coronavirus in Spain.,0
ICRC provides aid in emergency zones.,1
"Taking a hot bath, breathing in hot steam or using a hand dryer to blow hot air up the nose are effective ways to prevent COVID-19, according to a lecturer in health sciences faculty at Ghanaian university.",0
"A painting depicting children in face masks was created as a mural for the Denver airport in 1994, proving the COVID-19 pandemic was planned.",0
"“Cocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.”",0
WHO confirms progress in vaccine trials.,1
UNICEF initiates education support worldwide.,1
"In a mall in Saudi Arabia, there was a sale and as soon as the shutter was opened, many women entered together flouting social distancing norms.",0
ICRC strengthens hospital support in conflict areas.,1
North Korean leader will execute anyone who is infected with the new coronavirus.,0
ICRC provides aid in emergency zones.,1
Three photos showing dozens of body bags have been shared thousands of times in multiple posts on Facebook which claim they show the bodies of COVID-19 victims in Pakistan.,0
UNICEF delivers protective equipment to schools.,1
ICRC strengthens hospital support in conflict areas.,1
UN issues pandemic response guidelines.,1
"A large poster on the facade of the Governmental party PSOE headquarters shows the face of the Spanish president, Pedro SÃ¡nchez, next to the motto â€œTrust your Government: A good citizen obeysâ€.
 .",0
The coronavirus was invented to implant chips in humans.,0
WHO confirms progress in vaccine trials.,1
"Kabataan Representative, in the Philippines Sarah Elago tested positive for coronavirus.",0
UNICEF initiates education support worldwide.,1
UNICEF distributes food and hygiene kits to families.,1
The COVID-19 pandemic was caused by the 5G network. All influenza pandemics are caused by the â€œelectrificationâ€ of the earth.,0
"A mixture of lemon, ginger, and hot water can cure COVID-19.",0
President Trump claims the virus is under control and testing is available.,0
A video posted on Twitter shows a group of Chinese people converting to Islam under the argument that Muslims are immune to COVID-19.,0
WHO investigates new variant outbreaks.,1
UNICEF initiates education support worldwide.,1
"Humans are getting sick because the “bioengineered” coronavirus in one’s body is reacting to 5G, and a coronavirus vaccine “with an RFID chip” will be introduced as the cure for the disease, called “mark of the beast.”",0
"The photo shows a packed beach in Bloemfontein, South Africa, during the countryâ€™s coronavirus lockdown.",0
"Facebook posts questioning the existence of the coronavirus, as no supermarket employee has been infected in the world.",0
UN supports countries in fighting the pandemic.,1
China built a hospital in 48 hours to receive new coronavirus patients.,0
"Quoting a WHO advisory, a text claims that India has been following a four-phase lockdown to control the spread of coronavirus.",0
ICRC provides aid in emergency zones.,1
WHO confirms progress in vaccine trials.,1
ICRC strengthens hospital support in conflict areas.,1
According to a study the novel coronavirus SARS-CoV-2 was the result of experiements done in a lab located near the market in Wuhan.,0
U.S. Speaker of the House Nancy Pelosi said she wonâ€™t pass new economic stimulus package unless senior citizens are excluded.,0
“How many of you are aware that the female governor of Michigan is the niece of George Soros?”,0
UN supports countries in fighting the pandemic.,1
WHO confirms progress in vaccine trials.,1
Facebook post that compares deaths in Italy during coronavirus pandemie with deaths during seasonal flu outbursts from 2014 to 2017. The post says that during 2014 seasonal flu outburst 375 000 people died in Italy and it was the real problem and coronavirus deaths compared to this arenâ€™t serious.,0
UN issues pandemic response guidelines.,1
A photo shows Rob Cantrall at a recent Michigan protest.,0
UN issues pandemic response guidelines.,1
A video of three sloth bears has been viewed thousands of times on Facebook and Twitter alongside a claim it was captured in Sri Lanka during a curfew implemented due to the coronavirus pandemic.,0
Lemon and bicarbonate kill the virus.,0
An audio states that the worst coronavirus crisis in Spain will start on 3/29/20.,0
UN issues pandemic response guidelines.,1
ICRC strengthens hospital support in conflict areas.,1
WHO confirms progress in vaccine trials.,1
UN supports countries in fighting the pandemic.,1
Positive tests for SARS-Cov-2 in recovered patients have shown reinfection.,0
ICRC strengthens hospital support in conflict areas.,1
UN issues pandemic response guidelines.,1
"Mixing aspirin, paracetamol, honey and lemon cures COVID-19.",0
Shoes are an important vector for the transmission of coronavirus.,0
UN supports countries in fighting the pandemic.,1
UN issues pandemic response guidelines.,1
Government of the Philippines gave out free masks on the streets.,0
"The map shows the first COVID-19 case diagnosed in Kayseri, Turkey.",0
UN supports countries in fighting the pandemic.,1
WHO confirms progress in vaccine trials.,1
WHO investigates new variant outbreaks.,1
UNICEF distributes food and hygiene kits to families.,1
Ten points of â€œevidenceâ€ that prove â€œChina had everything planned.â€,0
UNICEF initiates education support worldwide.,1
Trump Is Promising To Send Americans Checks – Only After Checking People’s Social Media History.,0
ICRC provides aid in emergency zones.,1
WHO launches COVID-19 vaccine distribution program.,1
A publication claiming the city of San JosÃ© in Costa Rica has created mass graves for COVID-19 victims.,0
UN supports countries in fighting the pandemic.,1
ICRC strengthens hospital support in conflict areas.,1
"Serbian president Aleksandar Vucic claimed that in proportion to the number of citizens, Serbia is eight country in Europe by number individuals tested for coronavirus.",0
"â€œPlandemicâ€ â€” a slickly-edited, 26-minute interview with a discredited researcher â€” has been widely shared on social media.",0
WHO launches COVID-19 vaccine distribution program.,1
UNICEF initiates education support worldwide.,1
"A viral video where an interview from the Tierra Pura portal is disseminated to the doctor Mariana Colombres Garmendia, who denounces the overregistration of the numbers of people infected and killed by the COVID-19 disease in Argentina, and says that the Buenos Aires government pays the doctors or institutions for doing so for the alleged purpose of extending the quarantine",0
"COVID-19, the disease caused by the coronavirus, is not pneumonia but a form of thrombosis or blood clotting in the blood vessels.",0
"Police officer steps on woman protesting against social isolation measures in CearÃ¡, a Brazilian state.",0
UNICEF initiates education support worldwide.,1
UN supports countries in fighting the pandemic.,1
WHO launches COVID-19 vaccine distribution program.,1
UNICEF distributes food and hygiene kits to families.,1
WHO investigates new variant outbreaks.,1
A photo has been shared hundreds of times in multiple posts on Facebook and Twitter alongside a claim it shows a placard with a message congratulating Sri Lankan leaders for â€œeradicatingâ€ the novel coronavirus.,0
The electromagnetic waves of 5G penetrate the cells and weaken the immune system.,0
WHO investigates new variant outbreaks.,1
People are lying on the ground in China because they contracted the coronavirus.,0
ICRC strengthens hospital support in conflict areas.,1
ICRC strengthens hospital support in conflict areas.,1
A councilor for Podemos in the Canary Islands tweeted that there are â€œuseless elderly deadâ€ that â€œare left over on the street.â€,0
UNICEF delivers protective equipment to schools.,1
Text shows the health advices Dr. Oz gave.,0
A viral image suggests that cocaine kills coronavirus.,0
"Orange, lemon and honey prevent from being infected by coronavirus.",0
Chinese government is killing people who refuse to be evacuated.,0
A study by Bartomeu Payeras i Cifre shows a direct correlation between 5G networks and COVID-19 outbreaks and “demonstrates clearly the most likely probability that the COVID-19 hypoxic injuries and hospital admissions are directly related to electromagnetic radiation exposure by 5G networks”.,0
ICRC provides aid in emergency zones.,1
"China sought Supreme Court approval to euthanise 20,000 coronavirus patients.",0
