text,outcome
A video of Chinese people fighting for Muslim scriptures to not get infected by coronavirus.,fake
Prince Charles is infected with coronavirus after meeting Indian singer Kanika Kapoor.,fake
"“Non-essential people get to file for unemployment and make two to three times more than normal,” but essential workers still on the job get no pay raise.",fake
WebQoof Recap: TISS Prof Falsely Targeted; Ramdev’s COVID-19 Cure,fake
"Facebook posts shared thousands of times claim Washingtonâ€™s mayor exempted members of Congress from a 14-day quarantine after they traveled to the funeral of civil rights icon John Lewis in Georgia, which the city considers a â€œhigh-riskâ€ state for the coronavirus.",fake
Viral photo in Nigeria suggests former President Obasanjo said there is no coronavirus in Nigeria and that the minister of health lied.,fake
Claim that coronavirus is a false pandemic.,fake
"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining Canada’s alleged response to the outbreak flourished on social media.",fake
Video shows quarantined people in a building in Shanghai.,fake
"The Covid-19 protocol at Ã‰vora Maternity, in Portugal, consists of â€œcovering the patientâ€™s head with a bagâ€.",fake
"Punjab’s Golden Temple Bearing PPEs, Ventilators’ Cost? Fake News!",fake
Brazilian company owner who laid off employees because of the pandemic commits suicide.,fake
Guatemala ombudsman wants citizens to pay for their COVID-19 tests.,fake
A photo of a woman wearing an alleged body bag with only one hand is shared as a proof that the pandemic has been faked.,fake
Plant-based cure for coronavirus discovered in Iran.,fake
Audio clips from a doctor who works for Argentinaâ€™s most important lab testing for coronavirus.,fake
Gargling with salt or vinegar water cures the coronavirus.,fake
Masks cause hypoxia or oxygen deficiency and also poisoning by inhalation of CO2.,fake
"“We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.”",fake
Video shows a balcony party in the Turkish capital Ankara due to quarantine.,fake
"4G Internet Being Restored in Jammu? No, the Order Is Fake",fake
Ivermectin cures the new coronavirus.,fake
"Italian Prime Minister Giuseppe Conte said, “We have lost control, we have killed the epidemic physically and mentally. Can’t understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the sky. God, rescue your people.”",fake
Italians throw money in the street protesting against coronavirus.,fake
"An image with a text urging citizens to stay away from Villa Pamphili area, in Rome, due to a recent new outbreak of Covid-19.",fake
Thailand cures COVID-19 with anti-HIV drugs.,fake
"Dr.Charles Lieber, chair of Harvard Universityâ€™s Chemistry and Chemical Biology Department was arrested for manufacturing and selling the coronavirus to China.",fake
"Telugu actor collected a huge amount of money from fans but provided relief to just 2,000 poor families.",fake
"Drinking water boiled with turmeric powder, ginger, carom seeds and coriander seeds can cure COVID-19.",fake
Azuay governor in Ecuador seeks the cure of COVID-19 in indigenous medicine.,fake
"A list of 10 claims about the coronavirus, allegedly from a doctor who worked in a hospital in Shenzhen.",fake
"Two photos show an Iraqi soldier embracing his daughter, who is sick with Covid-19, and surrounded by transparent plastic.",fake
"There were no COVID-19 deaths in BelÃ©m, Brazil, on May 30 and May 31.",fake
Government has turned Lord Vinayakaâ€™s Kanipakam temple into an isolation ward for treating coronavirus patients.,fake
Ghanaâ€™s electoral commission has postponed the 2020 elections to 2023 due to coronavirus.,fake
Those who recovered from the coronavirus were never able to return to normal life.,fake
The German government made a â€œsecret planâ€ about coronavirus in 2012 that foretold the pandemic.,fake
A positive case of the 2019 novel coronavirus was “confirmed” to be found in Cebu province.,fake
Former Kenyan Prime minister Raila Odinga has COVID-19.,fake
5G exposure/radiation pollution compromises the structure and function of hemoglobin in cells and worsens COVID-19 pandemic.,fake
This video shows people throwing statues of their gods in the water India because they failed to protect them from COVID-19.,fake
Indian Singer Kanika Kapoor was treated in Mumbai Wockhardt Hospital for COVID-19; the hospital was shut down as staff got infected.,fake
Police beating common people during lockdown in India.,fake
"Kenyaâ€™s 2022 general elections have been postponed by five years until 2027, and the government will use the election budget to fight coronavirus.",fake
Autopsy reveals a Wuhan doctor was murdered in his sickbed.,fake
"“N95 masks block few, if any” COVID-19 particles due to their size.",fake
Website offers a rapid test for COVID-19 to check yourself in seconds.,fake
Drinking alcohol can help fight coronavirus.,fake
"A video of an orangutan washing its hands has been viewed millions of times in Facebook, Twitter and YouTube posts which claim the animal was imitating its zookeepers during the novel coronavirus pandemic.",fake
"$3 trillion for federal coronavirus stimulus packages is ""being borrowed basically from China.""",fake
Russian President Putin released 500 lions onto the streets to keep people indoors.,fake
"No, A US Soldier Didn't Wipe His Saliva On A Subway Train In Wuhan",fake
"Video representing the plight of migrant workers in India during the current lockdown, where a woman with infant had to travel while sitting on the coupler between train bogies.",fake
"A chain message circulated on Tuesday, Jan. 14, warning people to avoid going to Shangri-La Plaza (a mall in Mandaluyong City) because of a supposed case of Severe Acute Respiratory Syndrome (SARS) reported in one of the mall’s medical clinics.",fake
A video has been viewed in multiple Facebook posts and claims to show a man wiping his sweat on the buttons of a lift in a residential block in Hong Kong.,fake
A video has been viewed thousands of times in multiple posts on Facebook and YouTube alongside a claim it shows an empty church in Italy after almost all of its congregants died from the novel coronavirus.,fake
"Video shows a large crowd in the marketplace at Muhammad Ali road, Mumbai, violating lockdown.",fake
Peeled onions can suck coronavirus.,fake
Video of the bodies of Muslims in New York who died due to the coronavirus.,fake
"A video of the doctor linked to the anti-vaccine movement, Chinda Brandolino, on the origin of COVID-19.",fake
Indian Ministry of Home Affairs (MHA) issued an order that sharing post about coronavirus on social media groups is a punishable offense.,fake
What we need to do to defeat the coronavirus is to consume more alkaline foods above the virusâ€™ pH level.,fake
Says a pandemic occurs exactly every 100 years.,fake
An article claims that a Kenyan died from COVID-19 on 3/20/20.,fake
Ketamine can cure COVID-19.,fake
"Says all Vegas hotels but Trump’s have donated food, rooms in COVID response.",fake
Clapping together at 5 p.m. will create a vibration which will destroy coronavirus.,fake
Photographs of Uighur Muslims who are more eager to worship during the coronavirus pandemic.,fake
"â€œGermany and the United States are the two best in deaths per 100,000 people, which, frankly, to me, thatâ€™s perhaps the most important number there is.â€",fake
The mortality rate for the flu is “right around” that of the new coronavirus: “It’s right around 2%.”,fake
"Trump: â€œMedically, we had empty cupboards. The cupboards â€” I say, the cupboards were empty.â€",fake
White South Africans have been banned from receiving government aid during the coronavirus pandemic.,fake
Governors across the U.S. are announcing that the current school year will be repeated due to coronavirus school closings.,fake
A video shows man claiming to be of Tablighi Jamaat (a Muslim group) spitting on police when they were putting him into quarantine.,fake
Holding your breath for 10 seconds will tell you if you have COVID-19.,fake
Indian Ruling Party BJPâ€™s members burn Kolhapur airport on the night of candle light vigil organized to proclaim unity in fight against COVID-19.,fake
â€œSheâ€™s just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.â€,fake
The Success of an Egyptian serum in treating coronavirus.,fake
"China seeks approval from the court to kill over 20,000 coronavirus patients.",fake
Bharat Biotech Vaccine Available From 15 August? Not So Fast!,fake
Supreme Courtâ€™s minister decided States and cities cannot create legislation in order to avoid people from getting out of isolation,fake
Authorities decided to close the French-Spanish border,fake
Doctors in Japan advise people to drink water every 15 minutes to prevent an infection.,fake
Smoking cannabis can prevent COVID-19.,fake
Purchases of health products and health councils are taking advantage of the â€œhookâ€ of the COVID-19 disease to sell online cures that are not endorsed by any official organization.,fake
A video post related to coronavirus is circulating in social media saying China is distributing the Quran.,fake
"A gathering of thousands of muslims before a masid in Bandra, Mumbai druring the current lockdown.",fake
"Vila Formosa’s cemitery in São Paulo, Brazil, is opening graves to cause panic on population, but there are no burials. The graves remain open.",fake
â€œQueen Elizabeth tests positive for COVID-19.â€,fake
Two persons with coronavirus escaped from a hospital in Bogota.,fake
"“Mississippi got 10,145 warrants for unemployment fraud!!”",fake
Universal use of masks reduce coronavirus spread by 98.5%.,fake
Migrant labourers stuck at the Delhi-Uttar Pradesh border as they try to return home.,fake
The Philippines has fewer COVID-19 cases despite having a larger population and smaller land area than Italy. The post attributed it to Pres. Rodrigo Duterteâ€™s â€œimmediate responseâ€ to the pandemic.,fake
"A person who visited Badusha Hypermarket, Perambra was found COVID-19 positive and hence all those who have visited the hypermarket on 16th July 2020 are asked to report to Perambra Taluk Hospital.",fake
Melinda Gates divorced her husband Bill because he created a toxic vaccine whose purpose is to destroy the African.,fake
A photo has been shared thousands of times on Facebook alongside a claim it shows an Italian mother holding her baby for the last time after becoming terminally ill with COVID-19.,fake
Boiled eggs can treat coronavirus.,fake
"â€œJoe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.â€",fake
"The Federal Government fired 396 thousand public servants who received, illegally, the emergency COVID-19 allowance.",fake
“Florida is doing over five times better” than New Jersey and New York in COVID-19 deaths per million people.,fake
The number of new cases of COVID-19 is decreasing in Peru since the 3/19/20.,fake
An image states that mask use causes pneumonia and hypoxia,fake
There is a confirmed case of coronavirus in a BogotÃ¡ hospital.,fake
Romania has changed the law so that those who break the quarantine will face 15 years in prison.,fake
There is a link between the COVID-19 and irregular migration.,fake
South Korean presidential Blue House forbids the term “Wuhan pneumonia.”,fake
"Jeanine Áñez, actual president of Bolivia, has COVID-19.",fake
Pakistan Prime Minister Imran Khan read the COVID-19 curve upside down and said that it is flattening.,fake
Lactoferrin cures or prevents coronavirus.,fake
"Coronavirus “arrived” in Cúcuta, Colombia.",fake
“FREE HORSES!!!! 52 thoroughbred horses need homes. Will go to Sugarcreek this Sat. for slaughter. Gentleman died due to COVID-19 and his son wants nothing to do with them.”,fake
IPhoto shows people falling dead on Italian streets from COVID-19.,fake
"Lombardia, Italy, asks Cuba, China and Venezuela to send doctors.",fake
A TikTok video showing a woman buying liquor after the ease of the coronavirus lockdown in Mumbai claims that she is Bollywood actress Deepika Padukone.,fake
"Chinese pet owners are killing their cats and dogs by throwing them out of the window, in fear of their pets spreading the coronavirus. This comes after memos were issued by authorities for pet owners to get rid of their animals.",fake
“The chloroquine stock in Paris hospitals was robbed”.,fake
Inhaling steam of orange peels and sea salt will kill the coronavirus.,fake
President Giammattei said the economic activity would be limited but didn’t mention call centers and maquilas.,fake
A post claiming that Yangon region in Myanmar will be locked down within 48 hours says that announcement will come out officially.,fake
Japan has created effective medicine against COVID-19.,fake
"A claim that an overworked employee at a funeral home in New York City was accidentally cremated while taking a nap during the COVID-19 crisis has been shared repeatedly on blog sites, Facebook and Twitter.",fake
The japanese doctor Tasuku Honjo says that coronavirus is not natural.,fake
COVID-19 passengers being disembarked at Senegal airport.,fake
"The Social Security System (SSS) in the Philippines “approved financial aid worth P20,000 for every member,” to assist those affected by the novel coronavirus pandemic.",fake
UNICEF advises a certain set of steps to follow for coronavirus.,fake
Video shows aid denied to Hindus shared in India.,fake
"Federal deputy (equivalent to Federal representative in Brazil) Osmar Terra claims that, in Italy, lockdown policies made COVID-19 cases shot up.",fake
Media outlets duped the public saying coronavirus killed the same man twice.,fake
The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.,fake
People who are filming themselves with medical equipment boxes are Spanish politicians.,fake
People are handing out masks â€œdoused with chemicals which knocks you out coldâ€ so they can rob you.,fake
Video shows a WHO official inappropriately touching a female attendee during a briefing session in China about the novel coronavirus outbreak in Wuhan. Same video was also used with another claim that the man is an Australian politician.,fake
"France will pay rent, light and gas during quarantine for its citizens.",fake
"No, The Queen Did Not Test Positive For COVID-19",fake
All India Majlis-e-Ittehadul Muslimeen (AIMIM) leader Waris Pathan threatened a cop to keep a mosque open during lockdown.,fake
Sweden has stopped fighting against the new coronavirus.,fake
Ex-president of Colombia Uribe has COVID-19.,fake
Says a photo shows a man wearing a “government issue Saint Laurent hazardous materials suit.”,fake
"The mayor of Buga, Valle del Cauca, said: â€œI invite the people of Buga to keep calm and to live each day as if it was the last.â€",fake
Sri Lankan President donates 7 monthsâ€™ salary for a COVID-19 fund.,fake
â€œWORLD HEALTH ORGANISATION PROTOCOL & PROCEDURE OF LOCKDOWN PERIODS FOR CONTROLLING ON MOST DANGEROUS VIRUS: STEP 1-1 DAY. STEP 2-21 DAYS. AFTER 5 DAYS. STEP 3-28 DAYS. AFTER 5 DAYS. STEP 4-15 DAYS.â€,fake
There is a case of coronavirus at the School of Architects of Madrid.,fake
"Northern Ireland was testing for COVID-19 at a rate 10 times that of Scotland, reported on 9 May 2020.",fake
"Overcrowded train carrying migrants from Mumbai to West Bengal, flouting lockdown norms in India.",fake
This viral image shows how effective face masks are.,fake
An image shared via WhatsApp states that COVID-19 can be prevented by washing your mouth with hot water and salt or hot water and vinegar.,fake
Tips against coronavirus like holding your breath and drinking water.,fake
Chloroquine cures COVID-19.,fake
"Two photos: one, of a swollen amygdala, the other, a healthy one. The caption says the first one is from a COVID-19 patient.",fake
Niño Jesús hospital has been left without COVID-19 to care for children and young people in Madrid.,fake
It is advisable to leave outside the shoes used on the street to prevent coronavirus.,fake
"Video of a hospital crowded with COVID-19 patients in a Barranquilla hospital, in Colombia.",fake
Photo shows the last meeting of a Turkish doctor who died due to COVID-19 with his child in Munich.,fake
Photo of an old Italian man crying after his health improved.,fake
The body in this video is a COVID-19 patient whose internal organs have been removed.,fake
Pakistani doctor Osama Riazâ€™s last message for you (while taking his last breath).,fake
Viral video suggests the two cases of coronavirus in Ghana tested negative.,fake
"Advice about coronavirus prevention and remedies, allegedly from Stanford Hospital.",fake
Netflix is offering free access to anyone in Brazil during the coronavirus crisis.,fake
Tamil Siddhas mentioned herbal medicine for COVID-19.,fake
"A study from Dr. Vladimir Zelenko had 100% success on using hydroxychloroquine, zinc and azithromycin to cure coronavirus.",fake
Governor of the Brazilian state of Bahia dismissed a doctor who appealed to President Jair Bolsonaro for chloroquine.,fake
“They create diseases to offer vaccines. There is already a patent for an attenuated coronavirus.”,fake
Clapping hands in during the Janata Curfew in India kills Coronavirus.,fake
Drinking water every 15 minutes will protect people from coronavirus.,fake
Gargling with warm salt water prevents Coronavirus.,fake
One Polish telecommunications company used the quarantine as a cover up to put 100 5G antennas in Gdynia.,fake
Trump campaign video suggesting Trumpâ€™s travel restrictions on China saved 2 million lives.,fake
Coronaviruses already affecting animals are the same strain as the one causing COVID-19 in humans.,fake
Doctors recommend Vitamin C and fennel seed tea to warn off the novel coronavirus.,fake
"Trey Gowdy said, “I’m not saying COVID-19 isn’t real…. But pay attention folks, there’s much more going on here than what meets the eye.”",fake
"“Clearly, the Obama administration did not leave any kind of game plan for something like this.”",fake
Video shows statues in India disposed because they cannot be saved from COVID-19.,fake
"“The new Dane County lockdown policy… (has) effectively killed Badger football, hockey, and basketball for 2020.”",fake
The Japanese Nobel Tasuku Honjo has said that the coronavirus was created in China.,fake
"Ameera al-Taweel, a former Saudi princess and philanthropist, has partnered with the World Health Organization (WHO) to give out COVID-19 relief money on social media.",fake
Look at the condition of a Karimnagar person who is infected with the coronavirus.,fake
The bus of Europeans doctors bringing vaccines against COVID-19 in DR Congo was chased away by a crowd of bikers near Kinshasa.,fake
A photo of a Pakistani provincial chief minister has been shared thousands of times in multiple Facebook posts in May 2020 alongside a claim that it shows him violating social distancing rules during the coronavirus pandemic.,fake
A list of precautions has been issued by the Indian Council of Medical Research (ICMR-Delhi) to stay safe from the COVID-19 virus.,fake
“Corona virus: Florida man arrested for robbery using cough as a weapon.”,fake
Eating raw garlic and tumeric every day protects you from coronavirus.,fake
The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.,fake
The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,fake
"Amid COVID-19 lockdown, the Himalayan Mountain Range is visible from the Puttalam area in Sri Lanka.",fake
A video shows a woman infected with COVID-19 spitting on the fruit alley in a supermarket and being arrested.,fake
"30 cases of new coronavirus in the city of Barranquilla, in Colombia.",fake
"A Facebook post shared 25,000 times features an image of a letter purportedly from a U.S. hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection.",fake
"â€œChurch services canâ€™t resume until weâ€™re all vaccinated, says Bill Gates.â€",fake
"Picture of Eduardo Leite, governor of Rio Grande do Sul, Brazil, on a cable car. In the captions, it says he was taking a vacation while everybody else was on lockdown.",fake
"Over 1000 PCR Tests for COVID-19 were carried out on VIPs on 28th April, who were close associates of Sri Lankan Prime Minister Rajapaksaâ€™s.",fake
The scientists who discovered the coronavirus genome were fired of the Argentinian Institute MalbrÃ¡n during the presidency of Mauricio Macri.,fake
Three photos show coronavirus hospitals In China.,fake
Bollywood Superstar Aamir Khan donated Rs.15000 each to poor slum dwellers in one kg wheat flour packets.,fake
"A secret invasion of 40,000 American troops immune to COVID-19 is ongoing in Europe.",fake
A post claims that the 1918 influenza out had a deadly second wave after quarantine restrictions were lifted.,fake
"Trump claims â€œit is the decision of the President,â€ not governors, to â€œopen up the states.â€",fake
"After COVID-19, China is hit by an earthquake.",fake
According to a study the novel coronavirus SARS-CoV-2 was the result of experiements done in a lab located near the market in Wuhan.,fake
Italians threw bills to the streets to represent how â€œmoney canâ€™t buy healthâ€.,fake
A Tokyo hospital destroys all the PCR-tested samples and tells patients instead that they have tested negative.,fake
"Leader of the Sadrist movement, Muqtada al-Sadr, was inficted with Covid-19, and died in Beirut.",fake
Five helicopters will disinfect the Netherlands to extinguish the coronavirus. Citizens have to stay inside.,fake
WHO told people to avoid sex with live animals.,fake
1918 fluâ€™s second wave was more letal than the first but it was not because people stooped all precaution measures,fake
An image showing food supplies placed on an open ground for COVID-19 lockdown affected areas in Indonesia.,fake
Wearing a mask lowers the blood oxygen level.,fake
Argentina is the country with the most infected health personnel.,fake
The text claims that the coronavirus death rate in North Macedonia is the most devastating in the region.,fake
Vitamin supplements will protect you against COVID-19.,fake
Face masks are a good protection against the coronavirus.,fake
Claim that Fox news said that Trump tested positive for COVID-19.,fake
Andhra Temple Turned Into Quarantine Facility for Muslims? No,fake
A widely shared picture purports to show food earmarked for distribution to families in Rwanda ahead of a coronavirus lockdown.,fake
Person infected with coronavirus bit a doctor’s jugular.,fake
"Novel coronavirus can survive 9 days on the road; you should keep your shoes out, a doctor from Milan says.",fake
Broiler chickens were found to have coronavirus in Mumbai.,fake
Doctors perfoms a c-section in COVID-19 pacient and give birth to a baby without cuttin the membrane that protects him as a way to prevent contamination,fake
"COVID-19 is no worse than other outbreaks that have occurred in “every election year,” suggesting that the new coronavirus is being “hyped” to hurt President Donald Trump.",fake
"You can self-diagnose COVID-19 by holding your breath for 10 seconds, and avoid COVID-19 by drinking water constantly. COVID-19 causes fibrosis in the lungs.",fake
Burning candles will increase the temperature which in turn will kill coronavirus.,fake
Children will be separated from parents for coronavirus treatment.,fake
"Indian Ministry of Tourism issued a notification that all hotels, restaurants, pubs etc will be closed till 10/1520. The notification further states that specifically north Indian restaurants should be closed till the given date else legal action will be taken against the owner of the restaurant.",fake
Whether microwaving face masks sanitizes them.,fake
"The Colombian government is closing the border with Venezuela, even though they said theyâ€™re not going to do it.",fake
How  TikTok Influencers Are Fuelling Fake News on COVID-19,fake
A video of an Indian boy who predicted the coronavirus in 2019.,fake
El País publishes that Renfe is proposing an ERTE for its employees due to the coronavirus.,fake
French Fans Cheered With Joy When President Macron Announced Holiday To Fight coronavirus.,fake
French high school in the town of Langres was chosen to test a vaccine against COVID-19.,fake
"Alberto FernÃ¡ndez (President of Argentina), on the increase in cases in Buenos Aires: â€œThey wanted to go running, go running. This is the consequence.â€",fake
A video shows a Maasai tribe member in Kenya whipping people who violate the countryâ€™s curfew during the coronavirus pandemic.,fake
"In Spain, police officials are beating up citizens to enforce lockdown.",fake
"Gloria â€œKa Beaâ€ Arellano, chairperson of urban poor group Kadamay, asked for a house with free Wi-Fi in connection with the stay-at-home prescription under the enhanced community quarantine.",fake
"Ghanian ex-president, John Mahama said that Togo, Rwanda and Ivory Coast did not request financial assistance for COVID-19 from the IMF.",fake
"Video broadcast on networks allegedly shows the ‘first killed by COVID-19 in Ibagué’, in Columbia.",fake
Guatemalaâ€™s president said that he decided to reduce the curfew time after a meeting with â€œthe asociation of infectious disease specialistsâ€,fake
COVID-19 was created in a lab to be used as a biological weapon.,fake
The internet will collapse globally due to the new coronavirus outbreak.,fake
A meme posted on Facebook claims South Africaâ€™s president and ruling party politicians recently celebrated a high-profile birthday and flouted lockdown rules in the process.,fake
A photo showing Uganda’s first case of COVID-19.,fake
Adidas is giving away face masks.,fake
"Eduardo Leite, governor of Rio Grande do Sul, Brazil, is taking hydroxichloroquine and ivermectin against COVID-19",fake
"The German government reopens its airspace and excludes all Arab countries from the procedure, except for Tunisia.",fake
The Trump administration has had “zero unfulfilled equipment and supply requests from state governors.”,fake
"Fiocruz, a Brazilian state-owned science institute, developed the ChAdOx1 nCov-2019. Then, they offered it to Oxford University, because they were not getting any support from Jair Bolsonaro.",fake
CDC recommends men shave their beards to be protected against the new coronavirus.,fake
"Indian ministry of Tourism orders closure of hotels, restaurants and resorts till Ocrober 15, 2020.",fake
"Image of ideal social distancing being followed in a market in Aizwal, India.",fake
A new alcohol-free sanitizer has been developed by the Dedan Kimathi University in Kenya.,fake
"A post with a photo claiming that an Italian mother, suffering from COVID-19, hugs her baby",fake
Twitter users said Adutwumwaa Bitters cure coronavirus.,fake
President Donald Trump tried to buy a vaccine developed in Germany.,fake
"If you wear a mask you breath in too much CO2 and have less oxygen. Humidity gathers in your lungs, this makes you sick.",fake
A new danger is coming: Asian hornets has killed 28 people in China.,fake
ParÃ¡ government scheduled prisoners to monitor whether the population is complying with rules of social distance at bus stops in Brazil,fake
A video shows a doctor fainting in the operating room after being infected with the new coronavirus.,fake
China benefited financially from new coronavirus,fake
A photo has been shared hundreds of times in multiple posts on Facebook and Twitter which claim it shows that packets of spice included in Sri Lankan government ration kits during the COVID-19 lockdown were branded with a local political partyâ€™s logo. The posts allege that the photo is evidence vulnerable people are being exploited during the pandemic for political gain.,fake
Video of COVID-19 infected woman from East Manipur.,fake
A doctor named Lupita Yamamoto Lupercio found the coronavirus vaccine.,fake
These pictures show doctors sleeping due to fatigue and tiredness after treating Covid-19 patients.,fake
A photo shows coronavirus victims lying on the ground.,fake
Bill Gates has access to your DNA and ownership in WHO.,fake
A video of a 14-year-old Indian boy named Abhigya Anand who was alleged to have predicted the coronavirus in 2019.,fake
The WHO has decreed the â€œsuspension of any and all medical activities.â€,fake
Jacob Rothschild owns a patent to coronavirus.,fake
"A video shows deer walking down a street in Ciudad Real, Spain.",fake
Dead bodies of COVID-19 victims are thrown in the sea off Mexico.,fake
"Message claiming that the city of Mumbai will be under the military lockdown for the next 10 days to contain the spread of COVID-19 virus, and that only milk and medicine will be available during this time.",fake
Vinegar is more effective than alcohol-based hand sanitizers for killing the novel coronavirus.,fake
"Video shows a doctor claiming that If you can hold your breath for 10 sec without discomfort, you don’t have coronavirus.",fake
Podemos politicians turned around at the state ceremony for COVID-19 victims,fake
A clip from Mexico depicts the dumping of coronavirus patients corpses into the sea.,fake
"This old poem, writen during XIXth century, prove that the history of pandemia repeats itself among centuries.",fake
The Wuhan coronavirus was leaked from the Wuhan P4 lab.,fake
Romania developed a coronavirus vaccine able to cure white people only.,fake
"In a mall in Saudi Arabia, there was a sale and as soon as the shutter was opened, many women entered together flouting social distancing norms.",fake
The body produces more cortisol when someone is wearing masks.,fake
Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,fake
Image of a herd of deer sitting on a street interpreted as different locations in Sri Lanka and India.,fake
Viral post claims that a COVID-19 infected patient was found in Hsipaw township hospital in Myanmar.,fake
Holding your breath can test for COVID-19.,fake
Cremation worker who cremated bodies of COVID-19 victims got cremated by mistake in USA.,fake
French president Emanuel Macron announced a vaccine mandate for Africans willing to travel to Europe,fake
COVID-19 Fact Check: Trump Falsely Claims Drug Approval for Virus,fake
Pastor David Lah has escaped from quarantine center.,fake
COVID-19 is safe for a healthy population. Medical facilities are overloaded due to panic.,fake
Serbian PM stated that citizens of South Korea have to pay to get tested for the coronavirus.,fake
News stories referencing the number â€œ322â€ and COVID-19 are proof cases tolls are being â€œsynchronizedâ€.,fake
"This video reveals the manipulation behind COVID-19 pandemics, in order to install a dictatorship order.",fake
"Israel applied â€œvertical lockdownâ€ (younger, not at risk people are allowed to carry on their daily routines), and has the lowest death rate for COVID-19 in the world.",fake
All India Majlis-e-Ittehadul Muslimeen (AIMIM) leader Waris Pathan threatened a cop to keep a mosque open during lockdown,fake
Tinospora crispa plants can treat COVID-19.,fake
Finally India got its coronavirus Dashboard. This is the official website for coronavirus updates. This website is updated every four hours. Scroll down for more details; you can know more about coronavirus outbreak in your state by placing your finger on your state on the map.,fake
"Scared of Coronavirus, many people in China have converted to Islam and are offering Namaaz (prayers in Islam).",fake
Donating Blood In The US Does Not Get You A Free COVID-19 Test,fake
Two COVID-19 patients were executed in North Korea.,fake
Spanish Health Department has released a notification about the new coronavirus.,fake
COVID-19 was created in 2014 by an English institute.,fake
A WhatsApp message claims that Italy announced the cure for COVID-19.,fake
20% of human volunteers for the test for a COVID-19 vaccine developed by Moderna have suffered serious adverse effects.,fake
"Only certain face masks are effective and others, such as cloth masks, are not.",fake
An American CEO drew the Indian map comparing the population of Indian states to those of countries across the world highlighting Indiaâ€™s brilliant response to tackle COVID-19.,fake
"The fifth phase of lockdown will be more harsh and strict in the state of Gujrat, India.",fake
Anti-Malaria Drug Chloroquine Is A Cure For coronavirus.,fake
Andalusia proposes that students must repeat their classes (not on March 26).,fake
The men of Indiaâ€™s railway minister demanding money from helpless workers for walking on the tracks.,fake
Chain message warns against accepting immunization from coronavirus; says they are rather implanting COVID-19 through said vaccine.,fake
"Italy “went against the WHO's ‘law’” against COVID-19 autopsies and “discovered covid is not a virus, but a bacterium” that “clots the blood and reduces the oxygen saturation.”",fake
The nasal swab test for COVID-19 damages the â€œblood-brain barrierâ€ and can therefore lead to brain infections.,fake
"An â€œopen letterâ€ purportedly written by US billionaire and philanthropist Bill Gates about the novel coronavirus pandemic has been shared in English and Chinese on Facebook, Twitter and various websites. The Chinese-language posts state the letter was translated from its original publication in British newspaper The Sun.",fake
Waris Pathan misbehaving with Maharashtra police (India) during lockdown.,fake
Dr. Li Wenliang discovered coffee can cure coronavirus.,fake
President of Sri Lanka has contracted COVID-19.,fake
Nostradamus predicted the coronavirus pandemic.,fake
A claim that a trolley collector at a supermarket in the Australian state of New South Wales tested positive for the novel coronavirus in March 2020 has been shared hundreds of times in multiple posts on Facebook.,fake
A prostitute contracted COVID-19 and her 86 clients have been quarantined in the brothel in Spain.,fake
Indian Home ministry declares posting about COVID-19 on WhatsApp groups a punishable offence.,fake
There is a Cuban drug used in China against the coronavirus.,fake
App Using Phone Camera for Measuring Oxygen Levels Not Reliable,fake
“My wife is suffering from coronavirus and she is pregnant. The doctor said she won’t survive it.”,fake
The Colombian president annonced the extension of the lockdown.,fake
This is a map of India redesigned by an American CEO where he marked the Indian states population which is almost equal to population of some of the countries. He tried to explain to his employees that India is indirectly handling COVID-19 situation of so many countries.,fake
"Image of Muslims violating lockdown restrictions and praying in Purukathur, Tamil Nadu, India.",fake
Getting a flu shot increases risk of COVID-19.,fake
"Indian Army has built a 1,000-bed hospital in Rajasthan in eight days for the treatment of COVID-19.",fake
Video shows a policeman taking bribe from migrating workers in Surat.,fake
"The new vaccination system against COVID-19, studied in Pittsburgh in the US, inserts microchips in the body.",fake
"A recipe involving a full lemon and ground cloves has cured a womanâ€™s COVID-19 symptoms. She isnâ€™t sure she and her maid actually had COVID-19, but she still encourages people who think they have it to take this recipe.",fake
â€œ93% of the (COVID-19) cases in the state of Illinois have come from Chicago.â€,fake
"A video shows a bat-infested roof in Hubei, China, claiming to be the source of the new coronavirus.",fake
"â€œCOVID-19 is a gas. This is what happened tonight in the streets of Rome, thousands of birds lying everywhere.â€",fake
"Professor Dr Tasuku Honjo, caused a sensation today in the media by saying that the coronavirus is not natural.",fake
Pollution rate decreased in the aftermath of the coronavirus outbreak.,fake
False measures of coronavirus in Bogota.,fake
Dr Uma Kumar of AIIMS gave an interview on coronavirus.,fake
The internet can crash because of a lockdown.,fake
SARS-CoV-2 mutated and became 10 times more infectious.,fake
"Walmart, Kroger, Amazon, Target and Costco had no reported cases of coronavirus in the news.",fake
